Protein IDs	Gene names	Protein names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	mean_control_log2_LFQ intensity IgG_ChIP_01	mean_control_log2_LFQ intensity IgG_ChIP_02	mean_control_log2_LFQ intensity IgG_ChIP_03	mean_control_log2_LFQ intensity IgG_ChIP_04	mean_treatment_log2_LFQ intensity TRF2_ChIP_01	mean_treatment_log2_LFQ intensity TRF2_ChIP_02	mean_treatment_log2_LFQ intensity TRF2_ChIP_03	mean_treatment_log2_LFQ intensity TRF2_ChIP_04	mean_log2_fold_change	std_log2_fold_change	mean_-log10_pval	std_-1og10_pval
Q9Y263;E5RIM3;H0YBW4;H0YC16;H0YAU9	PLAA	Phospholipase A-2-activating protein	5	15	15	15	27.4	27.4	27.4	87.156000000000006	795	24.102535141107541	23.86683971721536	24.027661715717951	23.76971357263653	24.054241288148319	23.683674868649369	24.07651226420516	24.058211100442339	2.6472343691949621E-2	0	7.8569666487811718E-2	0
P61978-3;Q5T6W2	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	2	21	21	1	54.1	54.1	2.7	48.561999999999998	440	29.08212824589955	29.357225083091691	28.527646484308729	28.624358404296821	28.859079889614051	28.747624218893371	29.042860762175259	29.046716287511671	2.623073514939378E-2	0	4.3848487153369968E-2	0
P30041	PRDX6	Peroxiredoxin-6	1	12	12	12	69.2	69.2	69.2	25.035	224	26.327196953499691	26.06757534053293	26.195429282511778	26.044602234624069	26.333608524073139	25.976334244100951	26.071406385912891	26.357665559034999	2.605272548837689E-2	0	8.1618055048863797E-2	0
O94776;O94776-2;E9PCS8;H0Y4T7	MTA2	Metastasis-associated protein MTA2	4	12	12	11	22.3	22.3	20.8	75.021999999999991	668	24.258681040071259	24.414932930037519	24.059614460247161	24.222287852095128	24.491060382529209	24.010349167474711	24.408079873264612	24.14639278783774	2.509148216380197E-2	0	6.6893815156537736E-2	0
A0A7I2V659;A0A087WVQ9;Q5VTE0;P68104;A0A7I2V5N4;A0A7I2V3H3;A0A087WV01;Q5JR01;A6PW80;A0A6Q8PFK6	EEF1A1	Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha 1;Elongation factor 1-alpha	10	14	14	6	44.9	44.9	22.4	49.823999999999998	459	28.133202430493821	28.193945347087698	28.498650019043929	28.035852804674761	28.031442334906689	28.530328282074318	28.182293336553681	28.212060979154039	2.3618582847127811E-2	0	5.7605361819794268E-2	0
Q9Y3U8;J3QSB5;J3KTD3	RPL36	60S ribosomal protein L36	3	5	5	5	30.5	30.5	30.5	12.254	105	25.231362706619912	25.160848848382908	25.019498089364362	25.224423923564199	25.631841813048378	25.149458431065941	24.974519271812959	24.85229061214158	-7.0058599656306342E-3	0	1.327517126593012E-2	0
P23246;P23246-2;H0Y9K7;H0Y9U2	SFPQ	Splicing factor, proline- and glutamine-rich	4	21	21	20	35.799999999999997	35.799999999999997	34.700000000000003	76.149000000000001	707	28.39100018796147	28.39181966826802	28.350938911852321	28.472471521334811	28.396236836327621	28.210343236146869	28.496175380226951	28.40482784633668	-2.4661747594628029E-2	0	0.14386161242812259	0
Q15717-2;Q15717;M0QZR9;A0A494C0Q5;A0A0A0MRX1;A0A494C147;B1APY9;A0A494C0F8;A0A494C0M6;A0A494C1D9;A0A0R4J2E6;B1AM48;A0A494C173;M0R055;A0A494C015;A0A494C011;Q12926-2;P26378-2;P26378-4;P26378-5;P26378-1;P26378-3;P26378;Q12926	ELAVL1	ELAV-like protein 1	24	8	8	8	22.4	22.4	22.4	38.996000000000002	353	25.529903996123831	25.81697210380381	25.691257057751461	26.328087728081549	25.411672090141739	25.9684674690413	25.896152032101039	25.979521315694701	-2.7601994695473309E-2	0	4.3863070415242809E-2	0
J3KTA4;P17844;P17844-2;A0A0G2JLI4;A0A7I2V507;A0A7I2V2S0;A0A7I2V5F5;J3QRQ7;J3KRZ1;J3QSF1;J3KTQ4;J3QR02;X6RLV5;J3QRN5	DDX5	Probable ATP-dependent RNA helicase DDX5	14	27	27	19	45.6	45.6	31.8	69.085999999999999	614	28.326845631542589	28.176740943397888	28.13750840179506	28.320059497670979	28.39083623602756	27.743874251332819	28.245857240369901	28.445454043919899	-3.3783175689080742E-2	0	7.2388016917508402E-2	0
Q96PK6;Q96PK6-2;A0A0A6YYI9;F8WDX3;A0A0A0MSL8;B8ZZ74;Q96PK6-3;Q96PK6-4	RBM14	RNA-binding protein 14	8	23	23	19	38.299999999999997	38.299999999999997	31.4	69.491	669	25.99862640880696	26.166318952474981	25.69675851280407	25.255442989042869	25.39610615151021	25.535877158850141	25.97685863007321	26.056103497853702	-3.8050356210408857E-2	0	5.1917742668747158E-2	0
P43358;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43362	MAGEA4	Melanoma-associated antigen 4	6	6	6	3	18.3	18.3	8.1999999999999993	34.899000000000001	317	24.167984650129348	23.903985522775152	24.34543340242212	24.386073506881541	24.467559283093081	22.642357410006341	24.713085659178379	24.811274335606459	-4.2300098580973611E-2	5.9932294395489062E-2	3.585367940850339E-2	2.296379529992169E-2
P18077;F8WBS5;F8WB72;C9K025	RPL35A	60S ribosomal protein L35a	4	5	5	5	37.299999999999997	37.299999999999997	37.299999999999997	12.538	110	29.305999506986531	29.668646869637922	29.729635289687241	29.210412914168039	29.67846912497302	29.472258461631402	29.348260555758898	29.17107163172302	-6.1158701598344578E-2	0	0.13795833448725731	0
P25398	RPS12	40S ribosomal protein S12	1	5	5	5	50.8	50.8	50.8	14.515000000000001	132	22.570565636463151	25.946392483520341	26.717903549741141	27.161348736057501	25.72439789881415	25.87811229734918	25.48074484799227	25.064227661362288	-6.218192506606357E-2	0.12981512799325151	3.6996850410949571E-2	3.3840309012260483E-2
P51571;A6NLM8	SSR4	Translocon-associated protein subunit delta	2	5	5	5	36.4	36.4	36.4	18.998000000000001	173	27.70668497375976	27.81139684187248	28.10644433071753	22.287396913525711	26.675729664894579	26.346803298583431	26.249379113043538	26.366930466815589	-6.8270129134586924E-2	0.29982160906820138	6.0872038553746961E-2	6.7808617034166532E-2
P22626;A0A7I2V4I6;A0A7I2V323;P22626-2;A0A7I2V4N1;A0A7I2V3P1;A0A7I2V3P7;A0A7I2V4S4;A0A087WUI2;A0A024RA28;A0A7I2V4N0;A0A7I2YQN4	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	12	19	19	18	59.5	59.5	59.5	37.429000000000002	353	29.39188111053037	29.401678321753771	29.618016570246319	29.749159851857129	29.51067704564257	29.400925482121249	29.541670632323839	29.434082169857131	-6.8345131110703505E-2	0	0.30977392959755989	0
P68371;Q3ZCM7;M0R2D3;M0QY85;M0QZL7;M0R0X0;M0QY37;M0QX14;M0R2T4;A0A075B724	TUBB4B	Tubulin beta-4B chain	10	20	20	1	61.8	61.8	2.7	49.83	445	27.602861941805749	27.493734658454841	27.732468469244481	27.949323489064881	27.524698209125511	27.744066794657741	27.541707553029681	27.688325020631449	-6.9897745281391366E-2	0	0.25554598110576859	0
P35637;P35637-2;H3BPE7	FUS	RNA-binding protein FUS	3	7	7	5	19.2	19.2	17.5	53.424999999999997	526	26.274603232580152	26.116424081236499	26.3582191094868	26.648559463729111	26.353179004302849	25.630842562941631	26.377311823320792	26.722340607186169	-7.853297232027856E-2	0	0.114290458188737	0
Q5JP53;P07437;Q5ST81;A0A075B736;Q5SQY0;A6NNZ2;CON__ENSEMBL:ENSBTAP00000025008;Q9H4B7;G3V2A3;G3V5W4;G3V2R8;G3V3R4;G3V2N6	TUBB	Tubulin beta chain	13	20	5	4	64.099999999999994	20.2	16.7	47.766000000000012	426	27.613088112303899	27.317603479237739	27.766924243134831	27.925808849193221	27.80845381654408	27.349927204208559	27.445138269354281	27.685052769037501	-8.3713156181314474E-2	0	0.19758647791573519	0
A0A7P0Z4F9;P55265-5;P55265;P55265-4;A0A7P0Z4K3;A0A3B3IRQ9;P55265-3;P55265-2;A0A3B3ISU1;A0A3B3ISX1;A0A3B3ITG9;A0A7P0TA14	ADAR	Double-stranded RNA-specific adenosine deaminase	12	14	14	14	20.5	20.5	20.5	101.54	912	24.01571789617104	23.860696759609048	24.27376771719527	22.881106328229791	23.82938982898354	22.777740916383621	23.92388382118537	24.15715199808103	-8.5780534142900919E-2	0.2053181673522935	0.16412465289513239	0.2471097657198735
P62081;B5MCP9;A0A2R8Y623	RPS7	40S ribosomal protein S7	3	6	6	6	36.6	36.6	36.6	22.126999999999999	194	27.69644016006027	27.239634508310751	26.986851004825361	26.884368047224111	27.541486014620489	26.953825401542471	26.905524177167379	27.061263725977959	-8.6298600278052362E-2	0	0.1408244616800067	0
B4DUR8;P49368-2;P49368;Q5SZX6	CCT3	T-complex protein 1 subunit gamma	4	10	10	10	27.8	27.8	27.8	55.673999999999999	500	24.70503749722937	24.59440069612036	24.638541090171149	24.28079228826244	24.6369936083669	24.730500404193659	24.191820099310711	24.29010549281664	-9.2337991773856487E-2	0	0.2310793522706597	0
P61026;A0A2R8YDI9;H0YLJ8;H0YL94;G3V196;A0A2R8YFB8;P59190-2;P59190	RAB10	Ras-related protein Rab-10	8	8	8	6	40.5	40.5	31.5	22.541	200	27.33858134284019	27.402918632702701	27.426304174186971	26.889134985249811	27.20787911678832	26.963448934911359	27.168826340224541	27.342825315544971	-9.3489856877621236E-2	0	0.25730774694291519	0
A0A1X7SBZ2;A0A5H1ZRQ2;Q92841;Q92841-1;Q92841-3;Q92841-2;A0A0U1RQJ0	DDX17	Probable ATP-dependent RNA helicase DDX17	7	25	17	17	41.3	29.6	29.6	80.253	729	25.950158237130111	25.62900880491528	26.010882673031791	25.961904647695128	25.947552224212689	25.333608524073139	25.750086838632491	26.094100887565631	-0.10665147207209461	0	0.23016408386450279	0
O15213;H0Y6G3;A0A140T9L0;A0A0G2JJL1	WDR46	WD repeat-containing protein 46	4	6	6	6	13.3	13.3	13.3	68.069999999999993	610	23.246178095671461	23.15098494093159	23.559992236471171	23.27426552930611	22.508201417782178	22.410237242601909	23.72014988433428	24.15807709913285	-0.1086887896322774	0.1131434092562066	8.4048478380427616E-2	8.3567678002332765E-2
P62266;D6RD47;D6RDJ2;D6RIX0;D6R9I7	RPS23	40S ribosomal protein S23	5	7	7	7	49	49	49	15.807	143	29.61876926397607	30.019296587496669	29.454012787922469	29.486598603350242	29.375340962087911	29.680985512691311	29.11998433069401	29.939156541643349	-0.1158024739072161	0	0.20857194837581569	0
P52597;A0A1B0GW42	HNRNPF	Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed	2	12	10	10	46	39.5	39.5	45.671000000000006	415	26.67370955482232	26.15245954917491	26.71437025702274	26.77379318220142	26.381790065221349	26.3906230706549	26.5737069296889	26.504670383181629	-0.11588552361865111	0	0.3265649002336366	0
I3L4N8;P63261;A0A6Q8PFE4;I3L3I0;I3L1U9;K7EM38;I3L3R2;J3KT65;P63267-2;A5A3E0;A0A2R8YEA7;A0A2R8YFE2;F8WCH0;A0A7P0TBL1	ACTG1	Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed	14	19	19	1	65.5	65.5	4.8	38.975000000000001	351	29.376873167020111	29.3391762511156	29.125808324331292	29.39357997627009	28.625961282800979	30.66949188520762	28.77846926249816	28.69484734174678	-0.1166669866208849	0	8.4957996519046189E-2	0
P14923;C9JTX4;C9J826;C9JK18;C9JKY1;C9JPI2;K7ERP3	JUP	Junction plakoglobin	7	23	23	20	43.4	43.4	38.700000000000003	81.744	745	23.55344461827157	24.52647535958511	24.473888536004509	24.3509051996921	22.763853094755511	28.359300436128621	23.438221284713421	21.784606092579651	-0.13968320134401799	7.7875441085817468E-2	3.2462785167319888E-2	1.8178713018536359E-2
A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;P18621-3;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;P18621-2;A0A087WY81;J3KSJ0	RPL17	60S ribosomal protein L17	14	6	6	6	35.5	35.5	35.5	19.585999999999999	169	26.686055267195329	26.591778442676731	26.80045284235295	26.814089351213521	26.712928282848829	26.240599199112921	26.649793180880451	26.698163731053441	-0.14772287738572129	0	0.55519080325373471	0
Q9H0A0;Q9H0A0-2;A0A087WV29;E9PMU0;E9PJN6	NAT10	N-acetyltransferase 10	5	21	21	21	24.6	24.6	24.6	115.73	1025	24.986807614848338	24.540909855496391	24.506578289619121	24.948688757355882	24.83951675356089	24.095147806896598	24.60008485713518	24.825901311601871	-0.15558344703130439	0	0.30192277555974562	0
P62277;J3KMX5;E9PS50	RPS13	40S ribosomal protein S13	3	7	7	7	43	43	43	17.222000000000001	151	28.869530824332639	28.938147114923471	27.469641072062029	28.836654668085949	28.783192696671069	28.63422611271508	27.25691900251368	28.7968069402814	-0.16070723180571281	0	0.116441634613213	0
P81605;P81605-2	DCD	Dermcidin;Survival-promoting peptide;DCD-1	2	4	4	4	35.5	35.5	35.5	11.284000000000001	110	27.341553434090031	25.212116655511	28.25795311197566	26.098926497062688	27.56696021009315	29.57280750173064	26.270884141737461	22.843871158407499	-0.16400667166765831	0.18269397890771971	3.7126535342392027E-2	3.4836725673367513E-2
E7ETK0;A0A2R8Y849;A0A2R8YD14;P62847-2;P62847-3;P62847;P62847-4;A0A2R8Y8A0	RPS24	40S ribosomal protein S24	8	5	5	5	35.9	35.9	35.9	15.196999999999999	131	28.82726501785362	28.77004767793526	28.099638916774708	27.703058038824771	28.53552866118865	28.5179955636339	27.316740726526419	28.372728322496801	-0.164254094385651	0	0.1581843527402079	0
B5MDF5;P62826;J3KQE5;F5H018;H0YFC6;B4DV51;A0A087X0W0	RAN	GTP-binding nuclear protein Ran	7	15	15	15	47.6	47.6	47.6	26.224	233	29.693003450702751	29.661189312877209	29.82242561292524	29.231669408320791	29.482238408920001	29.252030682490719	29.35890236748331	29.619941283752791	-0.17379376054479681	0	0.53300412072527936	0
V9GYY3;F5H2F4;P11586;V9GZ78;A0A494C1T2	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed	5	13	13	13	16.8	16.8	16.8	99.718999999999994	922	24.108370033018371	23.971671947332641	24.619916803524529	23.91888943525343	24.088046088489691	23.875396150464141	24.003760139849561	23.929493203175841	-0.18053815928743691	0	0.4944881857821572	0
O95347;O95347-2;A0A0C4DGE5;Q5T821	SMC2	Structural maintenance of chromosomes protein 2	4	15	15	15	14	14	14	135.65	1197	24.0604393287893	24.028083445394699	24.132888767042019	24.187446921906961	24.259399621069772	23.30619077551539	23.876145943265211	24.242781023959211	-0.18108527483085271	0	0.34319196159222698	6.7986997775525911E-17
P46060;H0Y4Q3;B0QYT5;B0QYT4	RANGAP1	Ran GTPase-activating protein 1	4	4	4	4	8.5	8.5	8.5	63.540999999999997	587	22.420494836848309	23.224158927943879	22.920980100392029	22.54165438691393	22.78049964660072	22.0768547321277	22.435303522507759	23.08638702011611	-0.18206083268646839	0.36501192304705993	0.4964492938645475	0.52034418331465837
P26599-3;P26599-2;P26599;A0A0U1RRM4;A0A7I2V621;A6NLN1;A0A6Q8PEX4;A0A7I2V4H6;K7EKJ7;A0A0D9SF20;K7ELW5;K7ES59;K7EK45;A0A087WU68;A0A087WUW5;O95758-1;O95758-6;O95758-2;O95758;O95758-5;O95758-4;O95758-7;X6R242	PTBP1	Polypyrimidine tract-binding protein 1	23	18	18	18	52.6	52.6	52.6	59.631999999999998	557	26.927053088201681	26.88820608700226	26.578451241988802	26.860294192194932	27.003995981184161	26.391688582695309	26.315428353482869	26.760530121641491	-0.19559039259595681	0	0.49694824988677211	6.7986997775525911E-17
O75643;A0A494C1A5;O75643-2	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	3	47	47	47	29.6	29.6	29.6	244.5	2136	26.924110428433281	26.847447948159939	27.048432327015071	27.105195741297791	27.012865583462439	26.35210149923337	26.8029194099582	26.945700655827391	-0.20289982410617571	0	0.60007741011440874	0
P12270;P12270-2;Q5SWX9	TPR	Nucleoprotein TPR	3	20	20	20	9.9	9.9	9.9	267.29000000000002	2363	24.44625895636424	24.374711043869979	24.118148358923051	24.152517573790949	23.817826051054471	24.21955791973312	24.098203683822529	24.104056084834308	-0.21299804837594749	0	0.91921091341182348	1.359739955510518E-16
A0A5F9ZHM4;P07195;A8MW50;A0A3B3IS95;F5H793;C9J7H8;F5H5G7;F5H155;A0A087WUM2;G3XAP5;F5H245;Q6ZMR3;P07864	LDHB	L-lactate dehydrogenase B chain;L-lactate dehydrogenase	13	7	6	6	27.6	24	24	37.293999999999997	341	25.042474642332579	24.350635474046829	25.105735264508901	24.662806128211219	24.103976075126781	24.767997700485822	24.683192961863359	24.750265774382001	-0.2140547493103995	0	0.3965501090584298	0
P62829;J3KT29;J3KTJ3;C9JD32;B9ZVP7;J3QQT9	RPL23	60S ribosomal protein L23	6	5	5	5	51.4	51.4	51.4	14.865	140	27.98901884150807	27.55559633278812	27.8179358076098	27.72767308985631	27.637062727784372	27.808576562538189	27.05154717897905	27.701472514304839	-0.222891272038968	0	0.53684167775184533	0
Q71U36;Q71U36-2;F8VQQ4	TUBA1A	Tubulin alpha-1A chain	3	22	2	0	69.2	6	0	50.134999999999998	451	25.492252957901961	24.97368755804413	25.319103440157971	25.697925205543481	25.424831611610301	25.246047586870262	25.13159418397602	24.757150699357091	-0.23083626995846979	0	0.50805025104634294	0
P62879;C9JIS1;C9JXA5;E7EP32;C9JZN1;A0A7I2S2S9;Q9HAV0;H7C5J5;A0A6Q8PFW8;A0A6Q8PG88;A0A6Q8PFE0;A0A6Q8PFV8;C9JD14;P62879-2	GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4	14	6	6	2	16.8	16.8	5.6	37.331000000000003	340	25.10009026831635	24.614198045291371	24.556078929979169	24.911913823475739	25.49814020995094	23.84412263455728	24.631342274508501	24.278454562855931	-0.23255534629749519	0	0.25464223780110562	0
Q5T4S7-3;Q5T4S7-4;Q5T4S7;Q5T4S7-2;Q5T4S7-5;A0A0A0MSW0;X6RE05;X6R960	UBR4	E3 ubiquitin-protein ligase UBR4	8	11	11	11	2.8	2.8	2.8	571.85	5159	23.012703641390331	23.131915976735179	23.05279952930201	22.18461993020118	22.465201518275709	22.31425944886373	22.688250309133181	22.959731022216999	-0.2386491947847702	0.1932259559383297	0.32089884801874169	0.23650615327881949
P62241;Q5JR95	RPS8	40S ribosomal protein S8	2	9	9	9	46.2	46.2	46.2	24.204999999999998	208	27.859701977154032	27.79631187055891	28.241999582677941	27.916157919686629	27.77064635235174	27.302953182882131	27.8260832135973	27.94609124449703	-0.24209933918732671	0	0.67809556086571832	0
Q13619;A0A0A0MR50;Q13619-2;A0A087WWN2	CUL4A	Cullin-4A	4	11	11	6	15.7	15.7	9	87.679000000000002	759	24.017418084972949	24.214379008896731	23.905271674832591	24.11592821772399	24.226042284477309	23.76070776687925	23.66003333441671	23.631231242450809	-0.24374558955054579	0	0.78752039051526312	0
A0A0G2JIW1;P0DMV9;P0DMV8;P0DMV8-2;V9GZ37	HSPA1B	Heat shock 70 kDa protein 1B;Heat shock 70 kDa protein 1A	5	24	20	10	44.2	39.700000000000003	17.399999999999999	70.108000000000004	642	26.673439992967861	26.30563428754671	26.488503728420859	26.563851328047171	26.079567139866739	26.85614357271691	25.931591111258079	26.136550456397291	-0.25689426418589528	0	0.5407957519191855	0
P40763;A0A7I2YQR5;P40763-2;P40763-3;A0A7I2V3V0;A0A7I2V5N9;A0A7I2V395;A0A7I2YQD2;A0A7I2V4R2;A0A7I2V4R3;A0A7I2V2G1;A0A7I2V444;A0A7I2YQI1;A0A7I2V552;A0A7I2V4C8;G8JLH9;A0A7I2V2T1;A0A7I2V4F6	STAT3	Signal transducer and activator of transcription 3;Signal transducer and activator of transcription	18	10	10	10	21.3	21.3	21.3	88.067000000000007	770	24.667199052993709	23.680137141715999	24.561391439724041	24.52402560659225	24.163922337063202	24.26327378582307	23.842397151910671	24.12044419479513	-0.26067894285848331	0	0.48327298290048942	0
P61353;K7ELC7;K7EQQ9;K7ERY7	RPL27	60S ribosomal protein L27	4	7	7	7	43.4	43.4	43.4	15.798	136	30.600187676197852	30.479234317677591	30.295812681108639	30.332448005606359	30.35762361473876	30.35026451892622	29.685169763057289	30.259121213405411	-0.26387589261568678	0	0.73689966689851871	0
P11142;E9PKE3;P11142-2;E9PNE6;E9PN89;E9PLF4;A8K7Q2;E9PQQ4;E9PQK7;P54652;E9PPY6;E9PI65;E9PN25;E9PS65;E9PM13	HSPA8	Heat shock cognate 71 kDa protein	15	26	26	11	43.8	43.8	23.1	70.896999999999991	646	28.261858052325231	28.02046278725518	28.08182359062635	28.130210049492959	27.886113876618179	27.78961174824266	27.846551585881411	27.88838030098692	-0.27092424199263482	0	2.5306148594568301	0
P07900;P07900-2;G3V2J8;Q14568;Q58FG0	HSP90AA1	Heat shock protein HSP 90-alpha	5	25	13	13	34.200000000000003	18.600000000000001	18.600000000000001	84.658999999999992	732	26.134828466099691	25.735647949492311	26.022845263689391	25.931658734946581	25.459295777217601	25.91556540903867	25.573403570879542	25.712797122792299	-0.29097963357496681	0	1.1819143817503901	0
A0A2R8Y7T2;A0A2R8YFS5;A0A2R8YF78;A0A0D9SF53;A0A2R8Y5G6;A0A2R8YDT5;A0A0D9SG12;A0A2R8YCW1;A0A0D9SFB3;A0A2R8YFR4;A0A2U3TZJ9;A0A2R8Y4A4;A0A2R8Y645;O00571;O00571-2;F6S8Q4;O15523;A0A2R8YDH3;O15523-2;A0A0J9YVQ7;A0A087WVZ1;O15523-3;D6RCM4;C9J081;Q9NQI0-2;Q9NQI0;Q9NQI0-4;Q9NQI0-3;H0Y960;C9J8G5;A0A2R8Y4D2	DDX3X	ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y	31	22	21	21	55.5	53.2	53.2	52.883999999999993	476	25.744426140124968	25.339872831808471	25.39129525449815	25.680163975315139	25.384987375529999	25.236152620169388	25.111716430482598	25.202658035589771	-0.30506093499374393	0	1.404116031859072	0
P18085;C9JPM4;C9JAK5;U3KQF2;F5H1V1;F5H6T5;F8WDB3	ARF4	ADP-ribosylation factor 4	7	10	10	6	64.400000000000006	64.400000000000006	35.6	20.510999999999999	180	27.370194107412551	26.12837230254128	26.47800005812984	25.90368678770831	26.861951102186119	25.665356737949359	26.11471759500451	25.963206370650461	-0.3187553625003865	0	0.33037991277644752	0
P62314;J3QLI9;J3QLR7	SNRPD1	Small nuclear ribonucleoprotein Sm D1	3	5	5	5	54.6	54.6	54.6	13.281000000000001	119	28.942628059756149	28.84795563968315	29.62881417864353	29.365466925569891	29.08547521470004	28.700315303172861	28.582656147993092	29.10579519907963	-0.32765573467677811	0	0.70360108777135466	0
Q15061;C9IZK7	WDR43	WD repeat-containing protein 43	2	4	4	4	6.9	6.9	6.9	74.89	677	24.352320432591231	23.679707736238939	24.24930677030612	23.993863007366979	24.103655991917108	22.27597502813606	23.95144836368075	24.457512141611421	-0.37165160528947649	5.6609146813002893E-2	0.30668051137804409	1.7149748658170531E-2
P05198;H0YJS4;G3V4T5	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	3	9	9	9	31.1	31.1	31.1	36.111999999999988	315	24.528980556878821	25.340280430353602	24.218006197600449	25.649217577497481	24.812205122435699	23.469610022657839	25.564999779679809	24.371391144022951	-0.37956967338351433	0	0.28643380269716029	0
P62249;M0R210;M0R3H0;Q6IPX4;M0R1M5;M0QX76	RPS16	40S ribosomal protein S16	6	6	6	6	32.200000000000003	32.200000000000003	32.200000000000003	16.445	146	27.118821654906469	27.028757956559289	27.514952258774471	27.739824894123309	27.167678459213811	27.001850549840931	26.59477084790371	27.104296087337019	-0.38344020501701692	0	0.9237271890738864	1.359739955510518E-16
